Title,Abstract
Azure internet of things revealed: Architecture and fundamentals,"Introduction Design, build, and justify an optimal Microsoft IoT footprint to meet your project needs. This book describes common Internet of Things components and architecture and then focuses on Microsoft’s Azure components relevant in deploying these solutions. Microsoft-specific topics addressed include: deploying edge devices and pushing intelligence to the edge; connecting IoT devices to Azure and landing data there, applying Azure Machine Learning, analytics, and Cognitive Services; roles for Microsoft solution accelerators and managed solutions; and integration of the Azure footprint with legacy infrastructure. The book concludes with a discussion of best practices in defining and developing solutions and creating a plan for success. You will: Design the right IoT architecture to deliver solutions for a variety of project needs Connect IoT devices to Azure for data collection and delivery of services Use Azure Machine Learning and Cognitive Services to deliver intelligence in cloud-based solutions and at the edge Understand the benefits and tradeoffs of Microsoft’s solution accelerators and managed solutions Investigate new use cases that are described and apply best practices in deployment strategies Integrate cutting-edge Azure deployments with existing legacy data sources. © 2019 by Robert Stackowiak."
"Mark: Exploiting cloud services for cost-effective, slo-aware machine learning inference serving","The advances of Machine Learning (ML) have sparked a growing demand of ML-as-a-Service: developers train ML models and publish them in the cloud as online services to provide low-latency inference at scale. The key challenge of ML model serving is to meet the response-time Service-Level Objectives (SLOs) of inference workloads while minimizing the serving cost. In this paper, we tackle the dual challenge of SLO compliance and cost effectiveness with MArk (Model Ark), a general-purpose inference serving system built in Amazon Web Services (AWS). MArk employs three design choices tailor-made for inference workload. First, MArk dynamically batches requests and opportunistically serves them using expensive hardware accelerators (e.g., GPU) for improved performance-cost ratio. Second, instead of relying on feedback control scaling or over-provisioning to serve dynamic workload, which can be too slow or too expensive for inference serving, MArk employs predictive autoscaling to hide the provisioning latency at low cost. Third, given the stateless nature of inference serving, MArk exploits the flexible, yet costly serverless instances to cover the occasional load spikes that are hard to predict. We evaluated the performance of MArk using several state-of-the-art ML models trained in popular frameworks including TensorFlow, MXNet, and Keras. Compared with the premier industrial ML serving platform SageMaker, MArk reduces the serving cost up to 7.8× while achieving even better latency performance. © Proceedings of the 2019 USENIX Annual Technical Conference, USENIX ATC 2019. All rights reserved."
The Changing Role of the Software Engineer,"In this paper we will discuss the changing role of a software engineer. We will examine this from four major standpoints, the software development lifecycle, the influence of open source software, testing and deployment and the emergence of new technologies. We will first analyze what the role of a software engineer was in the past. We will examine limitations associated with software development life cycle models, and software failures that catalyzed increased importance for quality assurance. We then outline the current role of a software engineer. We discuss the impact of agile software development and automation on the software development cycle, the influence of open source software and how new technologies such as Function-as-a-Service and machine learning may impacted the role. Based on our research, we analyze why the software engineer role has changed and postulate prospective changes to the role of software engineer, and in particular how new responsibilities may affect the day to day work of future software engineers. We ultimately find that the role of a “software engineer” is nowadays widely varied and very broad, and it only generally indicates the type of work that the software engineer may undertake. © Springer Nature Switzerland AG 2019."
Stratum: A serverless framework for the lifecycle management of machine learning-based data analytics tasks,"With the proliferation of machine learning (ML) libraries and frameworks, and the programming languages that they use, along with operations of data loading, transformation, preparation and mining, ML model development is becoming a daunting task. Furthermore, with a plethora of cloud-based ML model development platforms, heterogeneity in hardware, increased focus on exploiting edge computing resources for low-latency prediction serving and often a lack of a complete understanding of resources required to execute ML workflows efficiently, ML model deployment demands expertise for managing the lifecycle of ML workflows efficiently and with minimal cost. To address these challenges, we propose an end-to-end data analytics, a serverless platform called Stratum. Stratum can deploy, schedule and dynamically manage data ingestion tools, live streaming apps, batch analytics tools, ML-as-a-service (for inference jobs), and visualization tools across the cloud-fog-edge spectrum. This paper describes the Stratum architecture highlighting the problems it resolves."
MPC with machine learning applied to resource allocation problem using lambda architecture,"The resource allocation problem is the process of allocating limited resources for a vast amount of tasks. Within this problem there are several important variants such as the stochastic time-variant resource allocation problem. This problem is relevant within environments where the distribution of resources varies with time, bringing difficulties to forecasting. Related research generally address the problem by using model predictive control (MPC) techniques or machine learning (ML) algorithms. However, both can be applied together in order to improve the tasks prioritization and forecasting. Therefore, this paper proposes a solution using the concept of lambda architecture in order to tackle the time-variant and the distinct input information. First results show that the integration between MPC and ML prioritizes the resource allocation and a Markov chain model is capable of forecasting tasks, optimizing a strategic binary control. We analyze a case study of a real problem and show how the proposal was built and its advantages over the traditional method. © 2019, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved."
Big-data architecture for electrical consumption forecasting in educational institutions buildings,"Recently, educational institutions suffer from high electrical consumption due to their new practices and activities. One of the promising solutions to overcome this challenge is to improve their energy management strategies using smart grids which ensure efficiency, reliability and energy saving. For this same reason, the National School of Applied Sciences of El Jadida - Morocco has decided to install a private smart grid based on photovoltaic panels that will cover 40% of its electricity needs. But the problem that arises when using this new approach is the high level of complexity in term of data management due to the variety, veracity and the volume of the data. So, to meet these needs the use of Big Data technologies is required. In this paper, we propose a Big Data solution based on Lambda architecture to handle electrical consumption data in the National School of Applied Sciences of El Jadida - Morocco. This system collects all parameters that might influence electrical consumption with Kafka, then it applies Spark libraries to analyze it. The solution allows also electrical energy forecasting using Spark machine learning library and the data persistence using HBase storage system. © 2019 Association for Computing Machinery."
"20th International Conference on Engineering Applications of Neural Networks, EANN 2019",The proceedings contain 46 papers. The special focus in this conference is on Engineering Applications of Neural Networks. The topics include: Enhanced feature selection for facial expression recognition systems with genetic algorithms; Imaging time-series for NILM; learning meaningful sentence embedding based on recursive auto-encoders; pruning extreme wavelets learning machine by automatic relevance determination; students’ performance prediction model using meta-classifier approach; a benchmark framework to evaluate energy disaggregation solutions; a deep network system for simulated autonomous driving using behavioral cloning; a machine hearing framework for real-time streaming analytics using lambda architecture; deep learning and change detection for fall recognition; image classification using deep neural networks: transfer learning and the handling of unknown images; LEARNAE: Distributed and resilient deep neural network training for heterogeneous peer to peer topologies; predicting customer churn using artificial neural network; virtual sensor based on a deep learning approach for estimating efficiency in chillers; canonical correlation analysis framework for the reduction of test time in industrial manufacturing quality tests; convolutional neural network for detection of building contours using multisource spatial data; a meta-multicriteria approach to estimate drought vulnerability based on fuzzy pattern recognition; application of deep learning long short-term memory in energy demand forecasting; bioinspired early prediction of earthquakes inferred by an evolving fuzzy neural network paradigm; enhancing disaster response for hazardous materials using emerging technologies: the role of ai and a research agenda; evolutionary optimization on artificial neural networks for predicting the user’s future semantic location; global minimum depth in edwards-anderson model; signal2Vec: Time series embedding representation.
A machine hearing framework for real-time streaming analytics using lambda architecture,"Disruptions to the earth’s biosphere and to the natural environment stemming from the indiscreet human activity, have caused serious environmental problems which are tantamount to an extended and prolonged ecological crisis. Climate change is clearly reflected in the increase of the global average air and ocean temperatures, in the excessive melting of snow-ice, and in the rise of the global average sea level. One of the most serious impacts of climate change is the complex interaction of species in relation to their corresponding climatic survival factors, which favors the spread of invasive species (INSP). These species constitute a very serious and rapidly deteriorating threat to the natural biodiversity of the native environment, but also to the flora, fauna, and even to the local human population. This research proposes a Machine Hearing (MH) framework for real-time streaming analytics, employing Lambda Architecture (LARC). The hybrid modeling effort is based on timely and advanced Computational Intelligence (COIN) approaches. The Framework for Lambda Architecture Machine Hearing (FLAME_H) uses a combination of batch and streaming data. The FLAME_H applies the EL_GROSEMMARI (Extreme Learning Graph Regularized Online Sequential Multilayer Multiencoder Algorithm) to classify the batch data and the Adaptive Random Forest (ARF) in order to control the data streams in real time. The aim of the proposed framework is the intelligent identification and classification of invasive alien species, based on the sounds they produce. This would contribute to the protection of biodiversity and biosecurity in a certain area. © Springer Nature Switzerland AG 2019."
Toward information system architecture to support predictive maintenance approach,"The prognostic and health management (PHM) approach aims at supporting maintenance operations in order to ensure the functionality of a system. In order to achieve this objective, a PHM approach is composed of a prognostic component, able to send a prognostic of failure, and a component able to give the health status of the system. Nowadays, this approach suffers from a lack of exploitation of the emerging technologies. This article presents a novel architecture for PHM approach able to extract added value from data. This lambda architecture embeds two layers: a speed layer and a storage layer. Thanks to the storage layer, maintenance rules can be applied as well as the result of machine learning algorithms to the speed layer in order to realize the prognostic aspect of the PHM. In addition, the system has to deal with heterogeneous data, which comes with the necessity to handle the big data issues as well as making it interoperable. This is achieved thanks to a service-oriented architecture approach and the use of complex event processing. © Springer Nature Switzerland AG 2019."
FaaStest - Machine learning based cost and performance FaaS optimization,"With the emergence of Function-as-a-Service (FaaS) in the cloud, pay-per-use pricing models became available along with the traditional fixed price model for VMs and increased the complexity of selecting the optimal platform for a given service. We present FaaStest - an autonomous solution for cost and performance optimization of FaaS services by taking a hybrid approach - learning the behavioral patterns of the service and dynamically selecting the optimal platform. Moreover, we combine a prediction based solution for reducing cold starts of FaaS services. Experiments present a reduction of over 50% in cost and over 90% in response time for FaaS calls. © 2019, Springer Nature Switzerland AG."
Towards predicting frailty symptoms through a smart walking stick,A warning sign of frailty is imbalance. Psycho-motor therapists run tests to evaluate the balance deterioration but not often enough to track the rapidly changing condition of the elderly. The proposed system collects fine-grained data from a smart cane and processes them with Machine Learning (ML) techniques. The originality of our proposition lies in its personalization by the elderly biomarkers in ML algorithms. Our experiments indicate that we can observe the orientation of locomotion through the cane as well as recognize characteristics of specific participants ambulation in the uncontrolled scenario. © 2018 IFIP.
Software Architecture Design of the Real- Time Processes Monitoring Platform,Understanding of how business processes are executed in real-life is vitally important for a company. Any process leaves a digital footprint that can be transformed into so-called event logs and analyzed with process mining techniques. A software platform with the purpose of near realtime processes monitoring is implemented. Design of the represented platform is based on the lambda architecture combining online and offline process mining algorithms with advanced analytics based on machine learning. © 2018 IEEE.
Monetizing machine learning: Quickly turn Python ML ideas into web applications on the serverless cloud,"Take your Python machine learning ideas and create serverless web applications accessible by anyone with an Internet connection. Some of the most popular serverless cloud providers are covered in this book-Amazon, Microsoft, Google, and PythonAnywhere. You will work through a series of common Python data science problems in an increasing order of complexity. The practical projects presented in this book are simple, clear, and can be used as templates to jump-start many other types of projects. You will learn to create a web application around numerical or categorical predictions, understand the analysis of text, create powerful and interactive presentations, serve restricted access to data, and leverage web plugins to accept credit card payments and donations. You will get your projects into the hands of the world in no time. Each chapter follows three steps: modeling the right way, designing and developing a local web application, and deploying onto a popular and reliable serverless cloud provider. You can easily jump to or skip particular topics in the book. You also will have access to Jupyter notebooks and code repositories for complete versions of the code covered in the book. What You'll Learn Extend your machine learning models using simple techniques to create compelling and interactive web dashboards Leverage the Flask web framework for rapid prototyping of your Python models and ideas Create dynamic content powered by regression coefficients, logistic regressions, gradient boosting machines, Bayesian classifications, and more Harness the power of TensorFlow by exporting saved models into web applications Create rich web dashboards to handle complex real-time user input with JavaScript and Ajax to yield interactive and tailored content Create dashboards with paywalls to offer subscription-based access Access API data such as Google Maps, OpenWeather, etc. Apply different approaches to make sense of text data and return customized intelligence Build an intuitive and useful recommendation site to add value to users and entice them to keep coming back Utilize the freemium offerings of Google Analytics and analyze the results Take your ideas all the way to your customer's plate using the top serverless cloud providers Who This Book Is For Those with some programming experience with Python, code editing, and access to an interpreter in working order. The book is geared toward entrepreneurs who want to get their ideas onto the web without breaking the bank, small companies without an IT staff, students wanting exposure and training, and for all data science professionals ready to take things to the next level. © 2018 by Manuel Amunategui, Mehdi Roopaei. All rights reserved."
Exploring Serverless Computing for Neural Network Training,"Serverless or functions as a service runtimes have shown significant benefits to efficiency and cost for event-driven cloud applications. Although serverless runtimes are limited to applications requiring lightweight computation and memory, such as machine learning prediction and inference, they have shown improvements on these applications beyond other cloud runtimes. Training deep learning can be both compute and memory intensive. We investigate the use of serverless runtimes while leveraging data parallelism for large models, show the challenges and limitations due to the tightly coupled nature of such models, and propose modifications to the underlying runtime implementations that would mitigate them. For hyperparameter optimization of smaller deep learning models, we show that serverless runtimes can provide significant benefit. © 2018 IEEE."
Machine learning techniques for enhancing maritime surveillance based on GMTI radar and AIS,"Classical maritime surveillance systems are enhanced with disruptive elements comingf om big data and machine learning. Available receiver networks deliver a huge amount of worldwide maritime traffc data. The information includes the position as well as signifcant attributes of all vessels, which are equipped with AIS. The processing of this data lake with modern machine learning and big data techniques offer improved decision support for the user. This is especially the case, when AIS is not available and only sensor information, e.g., GMTI is gathered. New design concepts - e.g. the lambda architecture offer the modular integration of these new assets within existing surveillance systems. © 2018 German Institute of Navigation - DGON."
Implementation of unsupervised k-means clustering algorithm within amazon web services lambda,"This work demonstrates how an unsupervised learning algorithm based on k-Means Clustering with Kaufman Initialization may be implemented effectively as an Amazon Web Services Lambda Function, within their serverless cloud computing service. It emphasizes the need to employ a lean and modular design philosophy, transfer data efficiently between Lambda and DynamoDB, as well as employ Lambda Functions within mobile applications seamlessly and with negligible latency. This work presents a novel application of serverless cloud computing and provides specific examples that will allow readers to develop similar algorithms. The author provides compares the computation speed and cost of machine learning implementations on traditional PC and mobile hardware (running locally) as well as implementations that employ Lambda. © 2018 IEEE."
GPU Enabled Serverless Computing Framework,"A new form of cloud computing, serverless computing, is drawing attention as a new way to design micro-services architectures. In a serverless computing environment, services are developed as service functional units. The function development environment of all serverless computing framework at present is CPU based. In this paper, we propose a GPU-supported serverless computing framework that can deploy services faster than existing serverless computing framework using CPU. Our core approach is to integrate the open source serverless computing framework with NVIDIA-Docker and deploy services based on the GPU support container. We have developed an API that connects the open source framework to the NVIDIA-Docker and commands that enable GPU programming. In our experiments, we measured the performance of the framework in various environments. As a result, developers who want to develop services through the framework can deploy high-performance micro services and developers who want to run deep learning programs without a GPU environment can run code on remote GPUs with little performance degradation. © 2018 IEEE."
SYSTOR 2018 - Proceedings of the 11th ACM International Systems and Storage Conference,"The proceedings contain 23 papers. The topics discussed include: Lerna: parallelizing dependent loops using speculation; chaperone - runtime system for instrumenting applications via partial binary translation; DLIRS: improving low inter-reference recency set cache replacement policy with dynamics; the quick migration of file servers; how to build an insecure system out of perfectly good cryptography; how to best share a big secret; Inkpack: a secure, data-exposure resistant storage system; seamless fail-over for PCIe switched networks; Memomania: from huge to huge-huge pages; collusion in cloud computing auctions; shared cloud object store, governed by permissioned blockchain; space efficient elephant flow detection; Hyplets - multi exception level kernel towards Linux RTOS; towards serverless NFV for 5G media applications; an intelligent recycle bin for smart cities; RestAssured: securing cloud analytics; efficient analytics on encrypted data; accelerating unmodified databases using persistent memory and flash storage tiers; PM aware storage engine for MongoDB; privacy enforcement at a large scale for GDPR compliance; Teechain: reducing storage costs on the blockchain with offline payment channels; applying deep learning to object store caching; and distributed fault-tolerant backup-placement in overloaded wireless sensor networks."
Serving deep learning models in a serverless platform,"Serverless computing has emerged as a compelling paradigm for the development and deployment of a wide range of event based cloud applications. At the same time, cloud providers and enterprise companies are heavily adopting machine learning and Artificial Intelligence to either differentiate themselves, or provide their customers with value added services. In this work we evaluate the suitability of a serverless computing environment for the inferencing of large neural network models. Our experimental evaluations are executed on the AWS Lambda environment using the MxNet deep learning framework. Our experimental results show that while the inferencing latency can be within an acceptable range, longer delays due to cold starts can skew the latency distribution and hence risk violating more stringent SLAs. © 2018 IEEE."
A migration-based approach to execute long-duration multi-cloud serverless functions,"Serverless Computing is emerging as an undeniable paradigm for the deployment of (multi)cloud applications. It is mainly characterized by the use of stateless loosely-coupled functions that are composed together to perform useful actions. This approach, contrarily to monolithic one, makes easier the maintenance and the evolution of the applications, since the functions can be independently revised and reprogrammed. However, one principle in Serverless computing is that function execution should be within a short duration (five minutes max in most Cloud provider platforms), after which the function is abruptly terminated even if it has not completed its task. Moreover, the max duration cannot be extended without a negative effect on the platform performance. This leads to prevent functions requiring longer time from being adopted as Serverless functions. This paper deals with this drawback. It proposes a distributed migration-based approach which promotes the execution of long-duration Serverless functions: each running function that reaches the maximum duration limit is repeatedly transferred to another cloud platform where it is carried on. In this aim, the migration-based system architecture, the migration technique and the migration algorithm are described. The proposed approach use is illustrated by a case study: a generic machine learning application built over the scientific platform ANTDROID. Copyright © by the paper’s authors."
Combining machine learning and semantics for anomaly detection,"The emergence of the Internet of Things and stream processing forces large scale organizations to consider anomaly detection as a key component of their business. Using machine learning to solve such complex use cases is generally a cumbersome, costly, time-consuming and error-prone process. It involves many tasks from data cleansing, to dimension reduction, algorithm selection and fine tuning. It also requires the involvement of various experts such as statisticians, programmers and testers. With RAMSSES, we remove the burden of this pipeline and demonstrate that these tasks can be automated. Our system leverages on a Lambda architecture based on Apache Spark to analyze historical data, perform cleansing and deal with the curse of dimensionality. Then, it identifies the most interesting attributes and uses a continuous semantic query generator executed over streams. The sampled data are processed by self-selected machine learning methods to detect anomalies, an iterative process using end user annotations improves significantly the accuracy of the system. After a description of RAMSSES’s main components, the performance and relevancy of the system are demonstrated via a thorough evaluation over real-world and synthetic datasets. © Springer Nature Switzerland AG 2018."
GPU usage estimation of deep learning training function for serverless computing,"Serverless computing is in the spotlight recently as a new form of cloud computing. And one of the most interested software domain in recent years is deep learning applications. Now serverless computing environment is still just CPU-based. This is because GPU devices are not shared by different processes at the same time unlike CPU. To support deep learning applications in serverless computing with low cost, it is essential to support GPU resource sharing. Nvidia supports MPS with execution resource provisioning on the latest Volta architecture GPU. In order to apply MPS and resource provisioning to GPU-based servlerless computing, it is necessary to know the accurate GPU usage of long-term deep learning functions. In this paper, we propose a technique to predict GPU usage of long-term deep learning training function without watching complete execution of it. The proposed technique is composed of sliding window method and coverage based usage estimation. Through the proposed technique, deep learning training functions can be effectively applied to serverless computing with GPU sharing. © 2018 IADIS Press. All Rights Reserved."
"7th International Congress on Big Data, BigData 2018 Held as Part of the Services Conference Federation, SCF 2018",The proceedings contain 32 papers. The special focus in this conference is on Big Data. The topics include: Tracking happiness of different US cities from tweets; An innovative lambda-architecture-based data warehouse maintenance framework for effective and efficient near-real-time OLAP over big data; the application of machine learning algorithm applied to 3Hs risk assessment; Development of big data multi-VM platform for rapid prototyping of distributed deep learning; developing cost-effective data rescue schemes to tackle disk failures in data centers; on scalability of distributed machine learning with big data on Apache spark; development of a big data platform for analysis of road driving environment using vehicle sensing data and public data; big data framework for finding patterns in multi-market trading data; who’s next: Evaluating attrition with machine learning algorithms and survival analysis; inter-category distribution enhanced feature extraction for efficient text classification; volkswagen’s diesel emission scandal: Analysis of facebook engagement and financial outcomes; leadsRobot: A sales leads generation robot based on big data analytics; Research on the high and new technology development potential of China city clusters based on China’s new OTC market; analysis of activity population and mobility impacts of a new shopping mall using mobile phone bigdata; activity-based traveler analyzer using mobile and socioeconomic bigdata: case study of Seoul in Korea; design and application of a visual system for the supply chain of thermal coal based on big data; big data analytics on Twitter: A systematic review of applications and methods; k-mer counting for genomic big data.
"17th International Conference on Web Engineering, ICWE 2017",The proceedings contain 26 papers. The special focus in this conference is on Web Engineering. The topics include: Towards an Acceptance Testing Approach for Internet of Things Systems; ABC Algorithm for URL Extraction; Towards a UML and IFML Mapping to GraphQL; accessing Government Open Data Through Chatbots; using Ontologies for Official Statistics: The Istat Experience; ontology Population from Raw Text Corpus for Open-Source Intelligence; named Entity Recognition in Twitter Using Images and Text; online Expectation Maximization for Language Characterization of Streaming Text; analysing Cultural Events on Twitter; semantic Discovery in the Web of Things; harvesting Knowledge from Social Networks: Extracting Typed Relationships Among Entities; novel Comment Spam Filtering Method on Youtube: Sentiment Analysis and Personality Recognition; mining Communication Data in a Music Community: A Preliminary Analysis; measuring Personal Branding in Social Media: Towards an Influence Indication Score; big Web Data: Warehousing and Analytics: Recent Trends and Future Challenges; model-Based Development of JavaScript Web Applications; Liquid Web Applications: ICWE2017 Tutorial; challenges When Moving from Monolith to Microservice Architecture; IoT Application Deployment Using Request-Response Pattern with MQTT; wireless Brain-Computer Interface for Wheelchair Control by Using Fast Machine Learning and Real-Time Hyper-Dimensional Classification; case Study: Building a Serverless Messenger Chatbot; four Key Factors to Design a Web of Things Architecture; liquid Transfer of User Identity; engineering Task-Automation Systems for Domain Specificity.
Middleware 2017 - Proceedings of the 2017 International Middleware Conference,The proceedings contain 20 papers. The topics discussed include: HyperDrive: exploring hyperparameters with pop scheduling; sieve: actionable insights from monitored metrics in distributed systems; Rafiki: a middleware for parameter tuning of NoSQL datastores for dynamic metagenomics workloads; Rivulet: a fault-tolerant platform for smart-home applications; binary compatible graphics support in Android for running iOS apps; Sense-Aid: a framework for enabling network as a service for participatory sensing; ORCA: an ORChestration automata for configuring VNFs; improving spark application throughput via memory aware task co-location: a mixture of experts approach; Swayam: distributed autoscaling to meet SLAs of machine learning inference services with resource efficiency; data-driven serverless functions for object storage; a programming model for application-defined multipath TCP scheduling; POLM2: automatic profiling for object lifetime-aware memory management for hotspot big data applications; SPECTRE: supporting consumption policies in window-based parallel complex event processing; efficient covering for top-k filtering in content-based publish/subscribe systems; StreamApprox: approximate computing for stream analytics; X-Search: revisiting private web search using Intel SGX; rectify: black-box intrusion recovery in PaaS Clouds; scheduler activations for interference-resilient SMP virtual machine scheduling; DoubleDecker: a cooperative disk caching framework for derivative clouds; and Ginja: one-dollar cloud-based disaster recovery for databases.
Implementation of a self-adaptive real time recommendation system using spark machine learning libraries,"Real time recommendation systems have become an essential component of e-commerce web applications. With increasing volume and velocity of data handled by these applications, known as the bigdata problem, traditional recommendation systems that analyze data and update models at regular time intervals would not be able to satisfy this requirement. With the evolution of technologies for processing bigdata in real time, it has become fairly easy to implement real time recommendation systems. Stream-computing is a new computing paradigm for handling the velocity attribute of bigdata which makes it possible to develop real time bigdata applications. This paper gives the details of implementation of a real time recommendation system using Apache Spark, a widely used platform for stream computing. This system is implemented for recommending TV channels to viewers in real time. This becomes a challenging task due to continuous changes in the set of available channels and the context dependent preference of viewers. In channel recommendation scenario, characterized by its dynamic nature, volume of data, and tight time constraints, traditional approaches cannot be used. We have implemented a highly scalable TV channel recommendation system optimized for the processing of real-time data streams originating from set-top boxes. The proposed system implements a self-adaptive approach for model building. The system effectively uses distributed processing power of Apache Spark to make recommendations in real time with scalability to meet the real time constraints with increasing load. The Spark Machine Learning Libraries (Spark MLLib) provide several algorithms which were used for developing the proposed recommendation system. The large amount of data in the system is efficiently managed by the data processing method of Lambda Architecture. © 2017 IEEE."
Return of the Runtimes: Rethinking the Language Runtime System for the Cloud 3.0 Era,"The public cloud is moving to a Platform-as-a-Service model where services such as data management, machine learning or image classification are provided by the cloud operator while applications are written in high-level languages and leverage these services. Managed languages such as Java, Python or Scala are widely used in this setting. However, while these languages can increase productivity, they are often associated with problems such as unpredictable garbage collection pauses or warm-up overheads. We argue that the reason for these problems is that current language runtime systems were not initially designed for the cloud setting. To address this, we propose seven tenets for designing future language runtime systems for cloud data centers. We then outline the design of a general substrate for building such runtime systems, based on these seven tenets. © 2017 ACM."
Anticipation and alert system of congestion and accidents in VANET using Big Data analysis for Intelligent Transportation Systems,"Vehicular Networks (VN) have a huge potential to increase roadway safety and traffic efficiency. Big Data analysis can be instrumental in realizing this potential and enhancing the Intelligent Transportation Systems (ITSs). We study the causes of road accidents using big real-time accidents data obtained from Florida Department of Transportation (FDOT) - District 4. The ultimate goal is to prevent or at least decrease traffic accidents and congestions. Our approach is based on dividing the roadway into segments, based on the infrastructure availability and the secondary accidents factors. We design a real-time Big Data system that receives online streamed data from vehicles on the road in addition to real-time average speed data from vehicles detectors on the road side to (1) Provide accurate Estimated Time of Arrival (ETA) using a Linear Regression (LR) model (2) Predict accidents and congestions before they happen using Naive Bayes (NB) and Distributed Random Forest (DRF) classifiers (3) Update ETA if an accident or a congestion takes place by predicting accurate clearance time. To make this system fast, accurate, and reliable we have implemented Lambda Architecture (LA) in our framework because of its speed, scalability, and fault tolerance. Furthermore, we have optimized the efficiency, the speed, and the accuracy of the designed model by securely selecting the most relevant and significant set of features required for the analysis. © 2016 IEEE."
"15th International Conference on Service-Oriented Computing, ICSOC 2017",The proceedings contain 53 papers. The special focus in this conference is on Service-Oriented Computing. The topics include: Confidence-aware reputation bootstrapping in composite service environments; compound trace clustering to generate accurate and simple sub-process models; an approach to modeling and discovering event correlation for service collaboration; energy efficient scheduling of application components via brownout and approximate markov decision process; predicting the available bandwidth on intra cloud network links for deadline constrained workflow scheduling in public clouds; inferring calling relationship based on external observation for microservice architecture; a QoS-aware resource allocation controller for function as a service (FaaS) platform; probabilistic qualitative preference matching in long-term IaaS composition; an embedding based factorization machine approach for web service QoS prediction; RISE: Resolution of identity through similarity establishment on unstructured job descriptions; a deep learning approach for long term QoS-compliant service composition; an artifact-driven approach to monitor business processes through real-world objects; benchFoundry: A benchmarking framework for cloud storage services; automated analysis of cloud offerings for optimal service provisioning; middleware for dynamic upgrade activation and compensations in multi-tenant SaaS; risk-based proactive process adaptation; a debt-aware learning approach for resource adaptations in cloud elasticity management; large-scale and adaptive service composition using deep reinforcement learning; ECHO: An adaptive orchestration platform for hybrid dataflows across cloud and edge; ensuring and assessing architecture conformance to microservice decomposition patterns; social-sensor cloud service for scene reconstruction; polly: A language-based approach for custom change detection of web service data; design and evaluation of a self-service delivery framework.
"Scalability and realtime on big data, MapReduce, NoSQL and spark","Big data platforms strive to achieve scalability and realtime for query processing and complex analytics over “big” and/or “fast” data. In this context, big data warehouses are huge repositories of data to be used in analytics and machine learning. This work discusses models, concepts and approaches to reach scalability and realtime in big data processing and big data warehouses. The main concepts of NoSQL, Parallel Data Management Systems (PDBMS), MapReduce and Spark are reviewed in the context of scalability. The first two offering data management, the last two adding flexible and scalable processing capacities. We also turn our attention to realtime data processing, lambda architecture and its relation with scalability, and we revisit our own recent research on the issue. Three approaches are included that are directly related to realtime and scalability: the use of a realtime component in a data warehouse, parallelized de-normalization for scalability and execution tree sharing for scaling to simultaneous sessions. With these models and technologies we revisit some of the major current solutions for data management and data processing with scalability and realtime capacities. © Springer International Publishing AG 2017."
A conceptual framework for building a mobile services' recommendation engine,"This paper presents a conceptual framework for building a recommendation engine for use in the ubiquitous consumer wireless world (UCWW). The framework is based on the Lambda Architecture and as such provides real-time recommendations at the speed layer and off-time analytical operations at the batch layer. Moreover, at the speed layer, a root server is used for updating the real-time recommendation algorithms and dispatching the processing of users' information to different recommendation servers for load balancing with a consistent hash algorithm. At the batch layer, a number of off-line machine learning algorithms are utilized for items analyzing, user profiling based on raw data, and sending the results to the serving layer. At the end, a decision server formats recommendations for 'best' service instances, which are sent back to users for effecting an always best connected and best served (ABC&S) experience. © 2016 IEEE."
SAMURAI: A batch and streaming context architecture for large-scale intelligent applications and environments,"Over the past decade intelligent environments have grown in sophistication. Many recent paradigm shifts-such as the Internet of Things (IoT), Ambient Assisted Living (AAL), e-health and telemedicine-envision large distributed networks of intelligent devices, applications and services that are sensitive to the presence of people and responsive to their needs. Cutting edge technologies will autonomously and collectively operate on a growing volume of information arriving at ever increasing velocities to transparently and non-intrusively support users during their activities. Especially the escalating variety of information that applications have to deal with is a non-trivial concern. Making sense out of heterogeneous and pervasive streams of sensor events to anticipate and address the needs of users is a ubiquitous challenge that many interactive context-aware applications in intelligent environments frequently face. Furthermore, software solutions that continuously interpret the tasks and contexts of a variety of individuals with different needs are often faced with scalability concerns. We present SAMURAI, a batch and streaming context architecture that integrates and exposes well-known components for complex event processing, machine learning, and knowledge representation. SAMURAI builds upon key concepts of the Lambda architecture and big data enabling technologies to achieve horizontal scalability and responsive interaction with its users. Two application cases validate the feasibility and performance of our context architecture, demonstrating near-linear scalability, flexible elasticity and smooth interaction capabilities. © 2016-IOS Press and the authors. All rights reserved."
